Codigo de Barras;Nome do Produto;Status;Preço Final (consumidor);Qtd.Estoque;Data de vencimento
Não Informado;MACARRÃO GALO PARAFUSO 500G;Desbloqueado;R$ 5,29;3;Não Informado
7894900180541;REFRIGERANTE CITRUS SCHWEPPES 1,5L;Desbloqueado;R$ 8,99;0;Não Informado
7894900360011;ÁGUA TÔNICA SCHWEPPES SEM/COM AÇUCAR;Desbloqueado;R$ 3,69;0;Não Informado
7896036099544;MOLHO DE TOMATE TARANTELLA;Desbloqueado;R$ 1,99;0;Não Informado
17898915949206;CERVEJA IMPERIO;Desbloqueado;R$ 3,29;0;Não Informado
7891149109050;BRAHMA DUPLO MALTE 269ML;Desbloqueado;R$ 2,89;0;Não Informado
7891149109746;CERVEJA SKOL LATA 350ML;Desbloqueado;R$ 4,59;0;Não Informado
7898665540763;PÃO DE QUEIJO BIACCINO 1KG;Desbloqueado;R$ 19,99;0;Não Informado
7891991010481;CERVEJA BUDWEISER;Desbloqueado;R$ 4,99;0;Não Informado
7894900611014;SUCO 100% UVA DEL VALLE;Desbloqueado;R$ 11,99;0;Não Informado
7896444920300;GUARANAVITON AÇAI 500 ML;Desbloqueado;R$ 2,99;0;Não Informado
7892840823412;BATATA LAYS 115G (TODOS SABORES);Desbloqueado;R$ 17,99;0;Não Informado
7891515786298;BIG CHICKEN PERDIGÃO 1KG;Desbloqueado;R$ 21,99;0;Não Informado
7891515556341;HOT POCKET SADIA X BURGUER BARBECUE;Desbloqueado;R$ 13,99;0;Não Informado
Não Informado;HOT POCKET XPICANHA;Desbloqueado;R$ 13,99;0;Não Informado
7891515556327;HOT POCKET CHEDDAR CREMOSO;Desbloqueado;R$ 13,99;0;Não Informado
7892840822309;CHEETOS REQUEIJÃO 160G;Desbloqueado;R$ 19,99;2;Não Informado
7892840233945;FANDANGOS PRESUNTO 160G;Desbloqueado;R$ 14,99;0;Não Informado
7892840823245;CHEETOS ASSADO;Desbloqueado;R$ 13,99;0;Não Informado
7892840822446;DORITOS (TODOS OS SABORES);Desbloqueado;R$ 19,99;0;Não Informado
7892840822736;CHEETOS LUA 143G;Desbloqueado;R$ 16,99;0;Não Informado
07892840814762;CEBOLITOS 190G;Desbloqueado;R$ 22,99;2;Não Informado
7897859000168;PÃO DE QUEIJO DUDUXO SABORES1KG;Desbloqueado;R$ 15,99;0;Não Informado
7894900680508;SPRITE FRESH 500ML;Desbloqueado;R$ 4,99;0;Não Informado
7058745401;FRUTELLA;Desbloqueado;R$ 3,59;0;Não Informado
7896045506064;HEINEKEN ZERO ALCOOL LATA;Desbloqueado;R$ 2,99;0;Não Informado
Não Informado;LAKA DIAMANTE NEGRO;Desbloqueado;R$ 8,29;0;Não Informado
Não Informado;CHEETOS MIX;Desbloqueado;R$ 19,99;1;Não Informado
Não Informado;PIPOCA YOKI;Desbloqueado;R$ 5,59;0;Não Informado
Não Informado;AÇÚCAR UNIÃO REFINADO;Desbloqueado;R$ 5,99;0;Não Informado
Não Informado;MISTURA PARA BOLO CHOCOLATE ITALAC;Desbloqueado;R$ 5,49;0;Não Informado
07894900095159;FANTA BEETLE JUICE LATA;Desbloqueado;R$ 3,99;0;Não Informado
7894900558029;SUCO LARANJA DEL VALE 1,5L;Desbloqueado;R$ 5,49;0;Não Informado
7891164110031;NUGGETS AURORA CROCANTE 900G;Desbloqueado;R$ 21,99;0;Não Informado
7891991004275;GUARANA ANTARTICA LATA 350 ML;Desbloqueado;R$ 4,49;2;Não Informado
7898133401602;BATATA PALHA KARI-KARI 100G;Desbloqueado;R$ 7,69;0;Não Informado
7896094906778;DESODORANTE MONANGE (TODOS);Desbloqueado;R$ 15,99;3;Não Informado
7896051114024;CREME DE LEITE CAIXA ITAMBÉ;Desbloqueado;R$ 5,79;0;Não Informado
7896045507054;AMSTEL LONG NECK;Desbloqueado;R$ 5,90;0;Não Informado
7894900050011;FANTA UVA LATA;Desbloqueado;R$ 3,99;0;Não Informado
7891000376928;BONO DOCE DE LEITE;Desbloqueado;R$ 3,49;0;Não Informado
7898930142654;MOLHO DE TOMATE SALSARETTI;Desbloqueado;R$ 3,19;2;Não Informado
7892840822934;FANDANGOS PRESUNTO 250G;Desbloqueado;R$ 22,99;0;Não Informado
Não Informado;PASTA DE DENTE (TODAS AS MARCAS);Desbloqueado;R$ 7,59;0;Não Informado
7891022100372;DETERGENTE LIMPOL;Desbloqueado;R$ 2,99;0;Não Informado
7898080640413;LEITE CONDENSADO ITALAC;Desbloqueado;R$ 7,99;0;Não Informado
7898142865808;BARRA DE CHOCOLATE TORTUGUITAS CONFEITO/BRANCA;Desbloqueado;R$ 8,29;0;Não Informado
7896353302495;PIZZA GOURMET CATUPIRY (SABORES);Desbloqueado;R$ 39,90;0;Não Informado
Não Informado;LEITE NINHO 1L;Desbloqueado;R$ 7,99;0;Não Informado
7898230716616;BADEN BADEN PILSEN LATA;Desbloqueado;R$ 9,99;4;Não Informado
7802869754642;SUCO DEL VALLE LATA (SABORES);Desbloqueado;R$ 2,59;0;Não Informado
7897395040727;ITAIPAVA LATÃO;Desbloqueado;R$ 5,49;0;Não Informado
7896423423914;M&M (SABORES);Desbloqueado;R$ 15,99;1;Não Informado
7896527700751;DETERGENTE TRIEX;Desbloqueado;R$ 2,99;1;Não Informado
7892840822866;FANDANGOS QUEIJO;Desbloqueado;R$ 3,99;0;Não Informado
7898908069501;BATATA PALHA CHEFCHIPS;Desbloqueado;R$ 6,99;0;Não Informado
762210933454;MINI OREO;Desbloqueado;R$ 4,29;0;Não Informado
789100389096;PASSATEMPO FININHO;Desbloqueado;R$ 2,99;0;Não Informado
789627960058;OLEO COAMO;Desbloqueado;R$ 8,99;0;Não Informado
7893500020110;ARROZ TIO JOAO;Desbloqueado;R$ 8,49;0;Não Informado
789007200306;PRESERVATIVO BLOWTEX;Desbloqueado;R$ 13,99;0;Não Informado
7894900320015;SCHWEPPES CITRUS LATA;Desbloqueado;R$ 4,49;0;Não Informado
7898341430036;SUCO DEL VALE NECTAR DE PESSEGO 1L;Desbloqueado;R$ 8,99;0;Não Informado
Não Informado;SPRITE LATA COM/SEM AÇUCAR;Desbloqueado;R$ 4,99;4;Não Informado
7894900184204;SCHWEPPES VODKA CITRUS;Desbloqueado;R$ 4,59;0;Não Informado
7894321711478;TODDY;Desbloqueado;R$ 9,99;0;Não Informado
Não Informado;TORCIDA (SABORES);Desbloqueado;R$ 2,99;6;Não Informado
Não Informado;FILTRO DE CAFÉ TRES CORAÇÕES;Desbloqueado;R$ 6,70;0;Não Informado
7894904283378;TEKITOS RECHEADO;Desbloqueado;R$ 29,99;0;Não Informado
7891164163709;FRANGO A PASSARINHO AURORA;Desbloqueado;R$ 22,99;0;Não Informado
7622210596413;CAIXA BOMBOM (TODAS AS MARCAS);Desbloqueado;R$ 19,99;2;Não Informado
7898738660091;IMPERIO GOLD LONG NECK;Desbloqueado;R$ 5,20;0;Não Informado
7896102502183;MOLHO DE TOMATE QUERO CAIXA;Desbloqueado;R$ 2,39;0;Não Informado
7896569405003;LEITE LIDER CAIXA;Desbloqueado;R$ 6,49;0;Não Informado
7891000307083;CAFÉ SOLUVEL NESCAFÉ;Desbloqueado;R$ 6,59;0;Não Informado
786006711117;ARROZ CAMIL;Desbloqueado;R$ 7,59;1;Não Informado
7896005202074;FARINHA DE TRIGO DONA BENTA;Desbloqueado;R$ 7,49;0;Não Informado
7896062602008;FEIJAO CARIOCA SOLITO;Desbloqueado;R$ 7,16;0;Não Informado
7894904769889;FRANGO A PASSARINHO SEARA;Desbloqueado;R$ 20,99;0;Não Informado
7891164018498;COXINHA DA ASA COM MANJERICAO AURORA;Desbloqueado;R$ 20,99;0;Não Informado
7894904727186;LINGUIÇA TOSCANA SEARA;Desbloqueado;R$ 20,99;0;Não Informado
Não Informado;BOLACHA OREO;Desbloqueado;R$ 4,99;0;Não Informado
Não Informado;LATA ERVILHA/MILHO QUERO;Desbloqueado;R$ 4,99;0;Não Informado
7894900337006;SPRITE ABSOLUT;Desbloqueado;R$ 7,99;4;Não Informado
7896019607636;AMANDITA RECHEADA;Desbloqueado;R$ 15,99;0;Não Informado
7622210533289;SALGADINHO CLUB SOCIAL (TODOS SABORES);Desbloqueado;R$ 4,59;0;Não Informado
Não Informado;GELATINA OETKER SABORES;Desbloqueado;R$ 2,32;3;Não Informado
7896071025416;TODDY WAFER SABORES;Desbloqueado;R$ 2,99;0;Não Informado
7897751902317;SABONETE CLOY;Desbloqueado;R$ 2,99;2;Não Informado
7622210674395;LACTA SHOT;Desbloqueado;R$ 9,99;0;Não Informado
Não Informado;PICOLE MILKITO/PAÇOCA COM CHOCOLATE;Desbloqueado;R$ 4,49;0;Não Informado
7896105800118;ANEL DE CEBOLA MCCAIN;Desbloqueado;R$ 29,99;0;Não Informado
7892840822583;STIKSY 76G;Desbloqueado;R$ 4,99;0;Não Informado
7891000364253;WAFER NESCAU;Desbloqueado;R$ 4,59;0;Não Informado
Não Informado;CHEETOS REQUEIJÃO 45G;Desbloqueado;R$ 2,99;0;Não Informado
Não Informado;FILE DE PEITO - FRANGO;Desbloqueado;R$ 24,99;0;Não Informado
7891000062562;CHOCOLATE CRUNCH;Desbloqueado;R$ 10,99;4;Não Informado
Não Informado;LASANHA AURORA (SABORES);Desbloqueado;R$ 14,59;0;Não Informado
Não Informado;FERMENTO BIOLÓGICO 10G;Desbloqueado;R$ 2,39;3;Não Informado
Não Informado;FERMENTO DONA BENTA 100G;Desbloqueado;R$ 7,29;0;Não Informado
Não Informado;HALLS;Desbloqueado;R$ 2,79;22;Não Informado
Não Informado;CREME DE LEITE PIRACANJUBA;Desbloqueado;R$ 4,99;0;Não Informado
Não Informado;MOCOQUINHA;Desbloqueado;R$ 1,99;0;Não Informado
Não Informado;SABÃO EM PÓ BRILHANTE;Desbloqueado;R$ 17,89;0;Não Informado
Não Informado;LACTA RECHEADO CARAMELO;Desbloqueado;R$ 9,99;0;Não Informado
Não Informado;PAO CONGELADO CIABATA HOMEBAKE;Desbloqueado;R$ 12,99;0;Não Informado
7891164016296;FILE DE PEITO DE FRANGO AURORA;Desbloqueado;R$ 29,99;0;Não Informado
7896228405191;FARINHA DE TRIGO (TODAS AS MARCAS);Desbloqueado;R$ 6,99;0;Não Informado
7896036090244;OLEO SOJA LIZA;Desbloqueado;R$ 11,29;0;Não Informado
Não Informado;CHOCOLATE NESTLE (TODOS OS SABORES);Desbloqueado;R$ 8,49;0;Não Informado
Não Informado;CHOCOLATE LAKA;Desbloqueado;R$ 8,29;0;Não Informado
Não Informado;NEGRESC PEANUT BUTTER;Desbloqueado;R$ 3,99;0;Não Informado
Não Informado;NEGRESCO LIMÃO SICILIANO;Desbloqueado;R$ 3,99;0;Não Informado
Não Informado;MORANGUETE;Desbloqueado;R$ 0,90;0;Não Informado
Não Informado;MAC CHEESE (TODAS AS MARCAS);Desbloqueado;R$ 9,99;0;Não Informado
Não Informado;DESINTETANTE VEJA;Desbloqueado;R$ 5,99;0;Não Informado
Não Informado;ITUBAINA;Desbloqueado;R$ 3,69;0;Não Informado
Não Informado;LEITE HERCULES;Desbloqueado;R$ 6,99;0;Não Informado
Não Informado;SUCO DEL VALE LATA SABORES;Desbloqueado;R$ 5,29;0;Não Informado
Não Informado;CERVEJA CORONA;Desbloqueado;R$ 8,69;0;Não Informado
Não Informado;CERVEJA ORIGINAL;Desbloqueado;R$ 4,99;0;Não Informado
Não Informado;DORITOS MOSTARDA/KETCHUP 110 G;Desbloqueado;R$ 12,29;0;Não Informado
07891079014172;MAC NISSIN U.F.O;Desbloqueado;R$ 7,99;0;Não Informado
Não Informado;CERVEJA SPATEN LONG NECK;Desbloqueado;R$ 5,29;2;Não Informado
Não Informado;PASTEL AURORA 20 UNIDADES;Desbloqueado;R$ 21,99;0;Não Informado
Não Informado;CHOCOLATE TALENTO (TODOS SABORES);Desbloqueado;R$ 11,99;0;Não Informado
Não Informado;CERPA EXPORT LONG NECK;Desbloqueado;R$ 9,99;11;Não Informado
Não Informado;ESTRELLA GALICIA LONG NECL;Desbloqueado;R$ 7,49;0;Não Informado
Não Informado;DADINHO BEM BRASIL;Desbloqueado;R$ 9,99;0;Não Informado
Não Informado;POLENTA BEM BRASIL;Desbloqueado;R$ 6,99;0;Não Informado
Não Informado;PAO DE QUEIJO UNI (SABORES);Desbloqueado;R$ 9,99;0;Não Informado
Não Informado;HAMBURGUER SEARA AIR FRYER;Desbloqueado;R$ 6,29;0;Não Informado
Não Informado;FRANGO RECHEADO PERDIGÃO;Desbloqueado;R$ 7,29;0;Não Informado
Não Informado;PIPOQUINHA FRANGO NETFLIX SEARA;Desbloqueado;R$ 22,99;0;Não Informado
Não Informado;DESINFETANTE YPE;Desbloqueado;R$ 4,99;0;Não Informado
Não Informado;BISCOITO HERSHEY'S (SABORES);Desbloqueado;R$ 9,99;4;Não Informado
Não Informado;MACARRÃO DONA BENTE SEMOLA/PENNE;Desbloqueado;R$ 4,29;0;Não Informado
Não Informado;CHOCOLATE TWINX 40G (SABORES);Desbloqueado;R$ 4,59;0;Não Informado
Não Informado;CALDO SAZON;Desbloqueado;R$ 2,99;1;Não Informado
Não Informado;CAIXA FERRERO ROCHER;Desbloqueado;R$ 9,99;0;Não Informado
Não Informado;CHICKEN FRANGO SEARA 220G;Desbloqueado;R$ 24,29;0;Não Informado
Não Informado;TORTA SADIA FRANGO COM REQUEIJÃO;Desbloqueado;R$ 30,99;0;Não Informado
Não Informado;FRANGO SEARA MILENASA;Desbloqueado;R$ 5,59;0;Não Informado
Não Informado;NUGGETS SADIA 300G;Desbloqueado;R$ 13,89;0;Não Informado
Não Informado;KINDER BUENO;Desbloqueado;R$ 8,29;0;Não Informado
Não Informado;STELLA GARRAFA 600 ML;Desbloqueado;R$ 13,49;0;Não Informado
Não Informado;CHOCOLATE CHOCO TRIO (SABORES);Desbloqueado;R$ 10,99;0;Não Informado
Não Informado;CHOCOLATE OREO SELENA GOMEZ;Desbloqueado;R$ 0,99;0;Não Informado
Não Informado;BISCOITO COKKIE BAUDUCCO;Desbloqueado;R$ 5,12;0;Não Informado
Não Informado;BISCOITO RECHEADO BAUDUCCO 140G (SABORES);Desbloqueado;R$ 3,49;0;Não Informado
Não Informado;BISCOITO WAFFER BAUDUCO 140G (SABORES);Desbloqueado;R$ 3,59;0;Não Informado
Não Informado;CHOCOLATE BLOCK 38G;Desbloqueado;R$ 3,49;0;Não Informado
Não Informado;CORONA 210ML;Desbloqueado;R$ 6,99;0;Não Informado
Não Informado;DESODORANTE TABU;Desbloqueado;R$ 9,39;0;Não Informado
Não Informado;LAVA ROUPA EM PÓ OMO;Desbloqueado;R$ 24,29;0;Não Informado
Não Informado;PRESERVATIVO OLLA;Desbloqueado;R$ 26,99;1;Não Informado
Não Informado;QUEIJO RALADO VIGO;Desbloqueado;R$ 6,99;0;Não Informado
Não Informado;SOPA VONO;Desbloqueado;R$ 4,75;0;Não Informado
Não Informado;PE DE MOÇA;Desbloqueado;R$ 1,75;0;Não Informado
Não Informado;SALGADINHO DE BACON KARIT0;Desbloqueado;R$ 3,99;0;Não Informado
Não Informado;COOKIE (LACTA/NEGRESCO/PASSATEMPO/NESCAU/ALPINO/GALAK);Desbloqueado;R$ 5,99;5;Não Informado
Não Informado;PIRAQUE LEITE MALTADO;Desbloqueado;R$ 0,99;0;Não Informado
Não Informado;THEREZÓPOLIS;Desbloqueado;R$ 8,99;0;Não Informado
Não Informado;AGUA CRYSTAL SABORES;Desbloqueado;R$ 4,49;0;Não Informado
Não Informado;EMPANADO COXINHA SEARA;Desbloqueado;R$ 24,99;0;Não Informado
Não Informado;LINGUIÇA SEARA (SABORES);Desbloqueado;R$ 22,99;0;Não Informado
Não Informado;CRISP SUPREME;Desbloqueado;R$ 22,99;0;Não Informado
Não Informado;EMPANADO ISCA FRANGO;Desbloqueado;R$ 19,99;0;Não Informado
Não Informado;SUCO DEL VALLE 200ML PET (SABORES);Desbloqueado;R$ 0,99;0;Não Informado
Não Informado;HAMBURGUER FRIBOI MATURATTA;Desbloqueado;R$ 6,50;0;Não Informado
Não Informado;MARMITA FIT CONGELADA;Desbloqueado;R$ 23,99;0;Não Informado
Não Informado;CHOCOLATE SERENATA CACAU BRASIL 90G;Desbloqueado;R$ 13,99;0;Não Informado
Não Informado;ARROZ 1KG RAROZ;Desbloqueado;R$ 8,99;0;Não Informado
Não Informado;SABAO EM PO SURF;Desbloqueado;R$ 12,99;0;Não Informado
Não Informado;FARINHA DE TRIGO NONITA;Desbloqueado;R$ 4,99;1;Não Informado
Não Informado;PIPOCA MANTEIGA YOKI 100G;Desbloqueado;R$ 6,49;0;Não Informado
Não Informado;HERSHEYS SPECIAL DARK (SABORES);Desbloqueado;R$ 10,99;0;Não Informado
Não Informado;MULTIUSO TRIEX;Desbloqueado;R$ 4,99;0;Não Informado
7891164110673;ISCA DE FRANGO AURORA;Desbloqueado;R$ 13,99;0;Não Informado
Não Informado;CALIPSO;Desbloqueado;R$ 9,59;0;Não Informado
Não Informado;BISCOITO BAUDUCO CHOCO BISCUIT;Desbloqueado;R$ 7,99;0;Não Informado
Não Informado;MACARRAO HOT BOWLS;Desbloqueado;R$ 15,99;0;Não Informado
Não Informado;HEINEKEN 600ML;Desbloqueado;R$ 15,99;0;Não Informado
Não Informado;EMPANADO ISCA DE FRANGO;Desbloqueado;R$ 19,99;0;Não Informado
Não Informado;PAPEL HIGIENICO SUBLIME 2 UN.;Desbloqueado;R$ 6,99;0;Não Informado
7894904597888;NUGGETS SEARA;Desbloqueado;R$ 13,99;0;Não Informado
7898024398813;TIC TAC;Desbloqueado;R$ 3,59;8;Não Informado
7896074606841;FOLHADOS CONGELADOS FRANGO;Desbloqueado;R$ 29,99;0;Não Informado
Não Informado;PAÇOCA;Desbloqueado;R$ 1,29;0;Não Informado
7891000357460;SNOW FLAK NESTLE;Desbloqueado;R$ 13,29;0;Não Informado
7894904000739;POLPETONE GOURMET SEARA;Desbloqueado;R$ 36,99;0;Não Informado
7896024761545;SALGADINHO PIRAQUE;Desbloqueado;R$ 2,59;0;Não Informado
7891910030378;CAFÉ UNIÃO;Desbloqueado;R$ 37,99;0;Não Informado
Não Informado;FANTA SABORES 600 ML;Desbloqueado;R$ 5,99;0;Não Informado
Não Informado;COCA COLA 600 ML;Desbloqueado;R$ 7,29;0;Não Informado
Não Informado;COXA DE FRANGO;Desbloqueado;R$ 15,99;1;Não Informado
7891991014762;CERVEJA BUDWEISER LN;Desbloqueado;R$ 6,99;0;Não Informado
Não Informado;MILHO PIPOCA YOKI;Desbloqueado;R$ 9,79;0;Não Informado
Não Informado;ARROZ PICINI;Desbloqueado;R$ 9,99;0;Não Informado
Não Informado;PEPSI TWIST LATA;Desbloqueado;R$ 3,99;0;Não Informado
Não Informado;GUARANA 600 ML;Desbloqueado;R$ 7,99;0;Não Informado
Não Informado;H20;Desbloqueado;R$ 5,99;8;Não Informado
Não Informado;STELLA GOLD LATA;Desbloqueado;R$ 6,75;0;Não Informado
Não Informado;SHAMPOO SEDA;Desbloqueado;R$ 15,99;0;Não Informado
Não Informado;CHOCOLATE DIAMANTE NEGRO 145G;Desbloqueado;R$ 15,99;0;Não Informado
Não Informado;CHOCOLATE NESTLE 150G;Desbloqueado;R$ 15,99;0;Não Informado
Não Informado;DORITOS 300G;Desbloqueado;R$ 28,99;0;Não Informado
Não Informado;RUFFLES 60G (TODOS SABORES);Desbloqueado;R$ 7,99;0;Não Informado
Não Informado;PIPOCA DOCE KARI KARI;Desbloqueado;R$ 3,99;0;Não Informado
7898950685889;PÃO CONGELADO;Desbloqueado;R$ 15,99;0;Não Informado
Não Informado;RED BULL (TODOS SABORES);Desbloqueado;R$ 12,99;0;Não Informado
Não Informado;SPRITE 600 ML;Desbloqueado;R$ 6,99;0;Não Informado
Não Informado;"ITAIPAVA 300ML (""BARRIGUDINHA"")";Desbloqueado;R$ 2,99;1;Não Informado
Não Informado;"BUDWEISER 300 ML (""BARRIGUDINHA"")";Desbloqueado;R$ 3,99;1;Não Informado
Não Informado;CEBOLITOS 138G;Desbloqueado;R$ 18,99;0;Não Informado
Não Informado;AGUA CRYSTAL C/ GAS 350ML;Desbloqueado;R$ 2,99;0;Não Informado
Não Informado;CHOCOLATE NESTLE RECHEADO (TODOS SABORES);Desbloqueado;R$ 10,99;2;Não Informado
7898298410334;PICOLÉ DE SKIMO PREMIUM MILK MONI;Desbloqueado;R$ 4,49;0;Não Informado
7892840817459;BATATA TUBO ONDA RUFFLES SOUR CREAM E CEBOLA 134G;Desbloqueado;R$ 14,99;0;Não Informado
7892840823481;DORITOS DINAMITA PIMENTA MEXICANA/DINAMITE 60G;Desbloqueado;R$ 5,99;0;Não Informado
Não Informado;PINGO DE LEITE;Desbloqueado;R$ 1,29;5;Não Informado
Não Informado;CHICLETE MENTOS;Desbloqueado;R$ 2,99;0;Não Informado
Não Informado;NESCAUZINHO;Desbloqueado;R$ 1,99;8;Não Informado
Não Informado;WAFFER NEGRESCO;Desbloqueado;R$ 2,99;0;Não Informado
Não Informado;NESTLE CHOCO BISCUIT;Desbloqueado;R$ 7,79;0;Não Informado
Não Informado;GAROTO CHOCO BISCUIT;Desbloqueado;R$ 7,79;0;Não Informado
Não Informado;TOSTINES  CANELA E MACA/ESPECIARIAS;Desbloqueado;R$ 5,89;0;Não Informado
Não Informado;AGUA SANITARIA BARBAREX;Desbloqueado;R$ 4,97;0;Não Informado
Não Informado;MULTIUSO YPE;Desbloqueado;R$ 4,79;1;Não Informado
Não Informado;PIRAQUE MALTADO BLACK;Desbloqueado;R$ 4,99;0;Não Informado
Não Informado;CERVEJA SPATEN LATA;Desbloqueado;R$ 5,29;9;Não Informado
Não Informado;DORITOS 210G;Desbloqueado;R$ 18,99;0;Não Informado
Não Informado;CHOCO PIPOCA BAUDUCCO;Desbloqueado;R$ 12,99;0;Não Informado
Não Informado;CHEETOS BOLA QUEIJO 125G;Desbloqueado;R$ 10,99;0;Não Informado
Não Informado;ÁGUA COM GÁS MINALBA;Desbloqueado;R$ 3,49;2;Não Informado
Não Informado;NUGGETS AURORA KIDS;Desbloqueado;R$ 10,99;0;Não Informado
Não Informado;COOKIE PIRAQUE (TODOS OS SABORES);Desbloqueado;R$ 4,49;4;Não Informado
Não Informado;COCA COLA NORMAL/ZERO 2,5L;Desbloqueado;R$ 14,99;0;Não Informado
Não Informado;PAO CONGELADO SWIFT;Desbloqueado;R$ 5,59;1;Não Informado
Não Informado;FANTA 200 ML;Desbloqueado;R$ 2,39;5;Não Informado
Não Informado;LEITE SHEFA DESNATADO;Desbloqueado;R$ 5,99;2;Não Informado
